acn,caseNumber,completedReferrals,completionDate,finalDecision,pendingReferrals,registrationDate,renewingDivision,renewingOffice,reopenDate,reviewStatus,type
Z1861783,D1397413,"[{'agency': 'Department of Defense', 'referralDate': '03/19/2025', 'closedDate': '04/11/2025'}, {'agency': 'Department of State', 'referralDate': '03/19/2025', 'closedDate': '03/26/2025'}]",04/14/2025,Approved w/Conditions,[],03/14/2025,OFFICE OF MUNITIONS CONTROL DIVISION,Office of Strategic Industries and Economic Security,,COMPLETED,Export License Application
Z1861782,,[],,,[],03/14/2025,NUCLEAR AND MISSILE TECHNOLOGY CONTROLS DIVISION,OFFICE OF NONPROLIFERATION AND TREATY COMPLIANCE,,PENDING,Export License Application
Z1861781,,[],,,[],03/14/2025,INFORMATION TECHNOLOGY DIVISION,OFFICE OF NATIONAL SECURITY AND TECHNOLOGY TRANSFER CONTROLS,,PENDING,Commodity Classification Request
Z1861780,,"[{'agency': 'Department of Defense', 'referralDate': '03/25/2025', 'closedDate': '03/26/2025'}, {'agency': 'Department of State', 'referralDate': '03/25/2025', 'closedDate': '03/25/2025'}]",,,[],03/14/2025,CRIME CONTROL DIVISION,OFFICE OF NONPROLIFERATION AND TREATY COMPLIANCE,,PENDING,Export License Application
Z1861779,D1397410,"[{'agency': 'Department of Defense', 'referralDate': '03/14/2025', 'closedDate': '03/17/2025'}, {'agency': 'Department of State', 'referralDate': '03/14/2025', 'closedDate': '03/27/2025'}]",04/03/2025,Approved w/Conditions,[],03/14/2025,OFFICE OF MUNITIONS CONTROL DIVISION,Office of Strategic Industries and Economic Security,,COMPLETED,Export License Application
Z1861778,,[],,,[],03/14/2025,FOREIGN POLICY DIVISION,OFFICE OF NONPROLIFERATION AND TREATY COMPLIANCE,,PENDING,Re-Export License Application
Z1861777,D1397408,"[{'agency': 'Department of Defense', 'referralDate': '03/14/2025', 'closedDate': '03/17/2025'}]",03/23/2025,Approved w/Conditions,[],03/14/2025,OFFICE OF MUNITIONS CONTROL DIVISION,Office of Strategic Industries and Economic Security,,COMPLETED,Export License Application
Z1861776,,[],03/21/2025,Returned Without Action,[],03/14/2025,CHEMICAL AND BIOLOGICAL CONTROLS DIVISION,OFFICE OF NONPROLIFERATION AND TREATY COMPLIANCE,,COMPLETED,Export License Application
Z1861775,D1397406,"[{'agency': 'Department of Defense', 'referralDate': '03/20/2025', 'closedDate': '03/25/2025'}, {'agency': 'Department of State', 'referralDate': '03/20/2025', 'closedDate': '03/21/2025'}]",04/03/2025,Approved w/Conditions,[],03/14/2025,OFFICE OF MUNITIONS CONTROL DIVISION,Office of Strategic Industries and Economic Security,,COMPLETED,Re-Export License Application
Z1861774,D1397405,"[{'agency': 'Department of Defense', 'referralDate': '03/14/2025', 'closedDate': '03/17/2025'}, {'agency': 'Department of State', 'referralDate': '03/14/2025', 'closedDate': '03/17/2025'}]",03/18/2025,Approved w/Conditions,[],03/14/2025,OFFICE OF MUNITIONS CONTROL DIVISION,Office of Strategic Industries and Economic Security,,COMPLETED,Re-Export License Application
Z1861773,,"[{'agency': 'Department of Defense', 'referralDate': '03/17/2025', 'closedDate': '04/16/2025'}, {'agency': 'Department of State', 'referralDate': '03/17/2025', 'closedDate': '04/16/2025'}]",,,[],03/14/2025,DEEMED EXPORTS AND ELECTRONICS DIVISION,OFFICE OF NATIONAL SECURITY AND TECHNOLOGY TRANSFER CONTROLS,,PENDING,Export License Application
Z1861772,,[],,,[],03/14/2025,INFORMATION TECHNOLOGY DIVISION,OFFICE OF NATIONAL SECURITY AND TECHNOLOGY TRANSFER CONTROLS,,PENDING,Re-Export License Application
Z1861771,,"[{'agency': 'Department of Energy', 'referralDate': '03/24/2025', 'closedDate': '03/27/2025'}, {'agency': 'Department of State', 'referralDate': '03/24/2025', 'closedDate': '03/31/2025'}]",,,"[{'agency': 'Department of Defense', 'referralDate': '03/24/2025', 'closedDate': ''}]",03/14/2025,NUCLEAR AND MISSILE TECHNOLOGY CONTROLS DIVISION,OFFICE OF NONPROLIFERATION AND TREATY COMPLIANCE,,PENDING,Re-Export License Application
Z1861770,,[],,,[],03/14/2025,NUCLEAR AND MISSILE TECHNOLOGY CONTROLS DIVISION,OFFICE OF NONPROLIFERATION AND TREATY COMPLIANCE,,PENDING,Re-Export License Application
Z1861769,,"[{'agency': 'Department of Defense', 'referralDate': '03/21/2025', 'closedDate': '04/17/2025'}]",,,"[{'agency': 'Department of State', 'referralDate': '03/21/2025', 'closedDate': ''}]",03/14/2025,FOREIGN POLICY DIVISION,OFFICE OF NONPROLIFERATION AND TREATY COMPLIANCE,,PENDING,Re-Export License Application
Z1861768,D1397399,"[{'agency': 'Department of Defense', 'referralDate': '03/14/2025', 'closedDate': '03/14/2025'}, {'agency': 'Department of State', 'referralDate': '03/14/2025', 'closedDate': '03/18/2025'}]",03/18/2025,Approved w/Conditions,[],03/13/2025,OFFICE OF MUNITIONS CONTROL DIVISION,Office of Strategic Industries and Economic Security,,COMPLETED,Export License Application
Z1861767,,[],,,[],03/13/2025,INFORMATION TECHNOLOGY DIVISION,OFFICE OF NATIONAL SECURITY AND TECHNOLOGY TRANSFER CONTROLS,,PENDING,Commodity Classification Request
Z1861766,,[],,,[],03/13/2025,INFORMATION TECHNOLOGY DIVISION,OFFICE OF NATIONAL SECURITY AND TECHNOLOGY TRANSFER CONTROLS,,PENDING,Commodity Classification Request
Z1861765,D1397398,"[{'agency': 'Department of Defense', 'referralDate': '03/19/2025', 'closedDate': '04/02/2025'}, {'agency': 'Department of Energy', 'referralDate': '04/03/2025', 'closedDate': '04/07/2025'}, {'agency': 'Department of State', 'referralDate': '03/19/2025', 'closedDate': '03/31/2025'}]",04/08/2025,Approved w/Conditions,[],03/13/2025,OFFICE OF MUNITIONS CONTROL DIVISION,Office of Strategic Industries and Economic Security,,COMPLETED,Export License Application
Z1861764,,[],,,"[{'agency': 'Department of Defense', 'referralDate': '03/24/2025', 'closedDate': ''}, {'agency': 'Department of State', 'referralDate': '03/24/2025', 'closedDate': ''}]",03/13/2025,DEEMED EXPORTS AND ELECTRONICS DIVISION,OFFICE OF NATIONAL SECURITY AND TECHNOLOGY TRANSFER CONTROLS,,PENDING,Re-Export License Application
Z1861763,,"[{'agency': 'Department of Defense', 'referralDate': '03/17/2025', 'closedDate': '04/15/2025'}, {'agency': 'Department of State', 'referralDate': '03/17/2025', 'closedDate': '03/21/2025'}]",,,[],03/13/2025,SENSORS AND AVIATION DIVISION,OFFICE OF NATIONAL SECURITY AND TECHNOLOGY TRANSFER CONTROLS,,PENDING,Export License Application
Z1861762,,[],,,[],03/13/2025,CRIME CONTROL DIVISION,OFFICE OF NONPROLIFERATION AND TREATY COMPLIANCE,,PENDING,Export License Application
Z1861761,D1397394,[],03/18/2025,Approved w/Conditions,[],03/13/2025,OFFICE OF MUNITIONS CONTROL DIVISION,Office of Strategic Industries and Economic Security,,COMPLETED,Export License Application
Z1861760,G198963,[],03/22/2025,Returned Without Action,[],03/13/2025,CHEMICAL AND BIOLOGICAL CONTROLS DIVISION,OFFICE OF NONPROLIFERATION AND TREATY COMPLIANCE,,COMPLETED,Commodity Classification Request
Z1861759,,[],,,[],03/13/2025,INFORMATION TECHNOLOGY DIVISION,OFFICE OF NATIONAL SECURITY AND TECHNOLOGY TRANSFER CONTROLS,,PENDING,Re-Export License Application
Z1861758,,"[{'agency': 'Department of Defense', 'referralDate': '03/19/2025', 'closedDate': '03/20/2025'}, {'agency': 'Department of State', 'referralDate': '03/19/2025', 'closedDate': '03/25/2025'}]",04/04/2025,Returned Without Action,[],03/13/2025,CRIME CONTROL DIVISION,OFFICE OF NONPROLIFERATION AND TREATY COMPLIANCE,,COMPLETED,Export License Application
Z1861757,D1397391,"[{'agency': 'Department of Defense', 'referralDate': '03/14/2025', 'closedDate': '03/17/2025'}]",03/23/2025,Approved w/Conditions,[],03/13/2025,OFFICE OF MUNITIONS CONTROL DIVISION,Office of Strategic Industries and Economic Security,,COMPLETED,Export License Application
Z1861756,D1397390,"[{'agency': 'Department of Defense', 'referralDate': '03/18/2025', 'closedDate': '03/19/2025'}, {'agency': 'Department of State', 'referralDate': '03/18/2025', 'closedDate': '03/25/2025'}]",04/03/2025,Approved w/Conditions,[],03/13/2025,GUN AND AMMUNITION,OFFICE OF NONPROLIFERATION AND TREATY COMPLIANCE,,COMPLETED,Export License Application
Z1861755,G198962,[],03/22/2025,Returned Without Action,[],03/13/2025,CHEMICAL AND BIOLOGICAL CONTROLS DIVISION,OFFICE OF NONPROLIFERATION AND TREATY COMPLIANCE,,COMPLETED,Commodity Classification Request
Z1861754,,[],,,[],03/13/2025,INFORMATION TECHNOLOGY DIVISION,OFFICE OF NATIONAL SECURITY AND TECHNOLOGY TRANSFER CONTROLS,,PENDING,Export License Application
Z1861753,,[],,,"[{'agency': 'Department of Defense', 'referralDate': '03/24/2025', 'closedDate': ''}, {'agency': 'Department of State', 'referralDate': '03/24/2025', 'closedDate': ''}]",03/13/2025,DEEMED EXPORTS AND ELECTRONICS DIVISION,OFFICE OF NATIONAL SECURITY AND TECHNOLOGY TRANSFER CONTROLS,,PENDING,Re-Export License Application
Z1861752,,[],,,[],03/13/2025,NUCLEAR AND MISSILE TECHNOLOGY CONTROLS DIVISION,OFFICE OF NONPROLIFERATION AND TREATY COMPLIANCE,,PENDING,Export License Application
Z1861751,G198961,[],03/15/2025,Returned Without Action,[],03/13/2025,CHEMICAL AND BIOLOGICAL CONTROLS DIVISION,OFFICE OF NONPROLIFERATION AND TREATY COMPLIANCE,,COMPLETED,Commodity Classification Request
Z1861750,D1397386,"[{'agency': 'Department of Defense', 'referralDate': '03/18/2025', 'closedDate': '04/01/2025'}, {'agency': 'Department of State', 'referralDate': '03/18/2025', 'closedDate': '03/19/2025'}]",04/03/2025,Approved w/Conditions,[],03/13/2025,OFFICE OF MUNITIONS CONTROL DIVISION,Office of Strategic Industries and Economic Security,,COMPLETED,Export License Application
Z1861749,,[],03/16/2025,Returned Without Action,[],03/13/2025,DEEMED EXPORTS AND ELECTRONICS DIVISION,OFFICE OF NATIONAL SECURITY AND TECHNOLOGY TRANSFER CONTROLS,,COMPLETED,Export License Application
Z1861748,,"[{'agency': 'Department of Defense', 'referralDate': '03/19/2025', 'closedDate': '03/21/2025'}]",,,"[{'agency': 'Department of State', 'referralDate': '03/19/2025', 'closedDate': ''}]",03/13/2025,DEEMED EXPORTS AND ELECTRONICS DIVISION,OFFICE OF NATIONAL SECURITY AND TECHNOLOGY TRANSFER CONTROLS,,PENDING,Export License Application
Z1861747,,[],,,[],03/13/2025,INFORMATION TECHNOLOGY DIVISION,OFFICE OF NATIONAL SECURITY AND TECHNOLOGY TRANSFER CONTROLS,,PENDING,Export License Application
Z1861746,D1397382,"[{'agency': 'Department of Defense', 'referralDate': '03/14/2025', 'closedDate': '03/26/2025'}, {'agency': 'Department of State', 'referralDate': '03/14/2025', 'closedDate': '03/18/2025'}]",03/26/2025,Approved w/Conditions,[],03/13/2025,OFFICE OF MUNITIONS CONTROL DIVISION,Office of Strategic Industries and Economic Security,,COMPLETED,Export License Application
Z1861745,D1397381,"[{'agency': 'Department of Defense', 'referralDate': '03/17/2025', 'closedDate': '03/18/2025'}, {'agency': 'Department of State', 'referralDate': '03/17/2025', 'closedDate': '03/21/2025'}]",04/03/2025,Approved w/Conditions,[],03/13/2025,GUN AND AMMUNITION,OFFICE OF NONPROLIFERATION AND TREATY COMPLIANCE,,COMPLETED,Export License Application
Z1861744,,"[{'agency': 'Department of Defense', 'referralDate': '03/14/2025', 'closedDate': '04/10/2025'}, {'agency': 'Department of Energy', 'referralDate': '03/14/2025', 'closedDate': '04/13/2025'}, {'agency': 'Department of State', 'referralDate': '03/14/2025', 'closedDate': '04/07/2025'}]",,,[],03/13/2025,DEEMED EXPORTS AND ELECTRONICS DIVISION,OFFICE OF NATIONAL SECURITY AND TECHNOLOGY TRANSFER CONTROLS,,PENDING,Export License Application
Z1861743,D1397379,"[{'agency': 'Department of Defense', 'referralDate': '03/17/2025', 'closedDate': '03/18/2025'}, {'agency': 'Department of State', 'referralDate': '03/17/2025', 'closedDate': '03/21/2025'}]",03/31/2025,Approved w/Conditions,[],03/13/2025,GUN AND AMMUNITION,OFFICE OF NONPROLIFERATION AND TREATY COMPLIANCE,,COMPLETED,Export License Application
Z1861742,D1397378,"[{'agency': 'Department of Defense', 'referralDate': '03/16/2025', 'closedDate': '03/19/2025'}, {'agency': 'Department of State', 'referralDate': '03/16/2025', 'closedDate': '03/19/2025'}]",03/20/2025,Approved w/Conditions,[],03/13/2025,CHEMICAL AND BIOLOGICAL CONTROLS DIVISION,OFFICE OF NONPROLIFERATION AND TREATY COMPLIANCE,,COMPLETED,Export License Application
Z1861741,,"[{'agency': 'Department of Defense', 'referralDate': '03/25/2025', 'closedDate': '04/02/2025'}, {'agency': 'Department of State', 'referralDate': '03/25/2025', 'closedDate': '04/18/2025'}]",,,[],03/13/2025,SENSORS AND AVIATION DIVISION,OFFICE OF NATIONAL SECURITY AND TECHNOLOGY TRANSFER CONTROLS,,PENDING,Re-Export License Application
Z1861740,D1397376,"[{'agency': 'Department of Defense', 'referralDate': '03/18/2025', 'closedDate': '03/20/2025'}, {'agency': 'Department of State', 'referralDate': '03/18/2025', 'closedDate': '03/19/2025'}]",03/20/2025,Approved w/Conditions,[],03/13/2025,DEEMED EXPORTS AND ELECTRONICS DIVISION,OFFICE OF NATIONAL SECURITY AND TECHNOLOGY TRANSFER CONTROLS,,COMPLETED,Export License Application
Z1861739,,"[{'agency': 'Department of State', 'referralDate': '03/24/2025', 'closedDate': '03/27/2025'}]",,,"[{'agency': 'Department of Defense', 'referralDate': '03/24/2025', 'closedDate': ''}]",03/13/2025,DEEMED EXPORTS AND ELECTRONICS DIVISION,OFFICE OF NATIONAL SECURITY AND TECHNOLOGY TRANSFER CONTROLS,,PENDING,Export License Application
Z1861738,D1397374,"[{'agency': 'Department of Defense', 'referralDate': '03/19/2025', 'closedDate': '03/24/2025'}, {'agency': 'Department of State', 'referralDate': '03/19/2025', 'closedDate': '03/20/2025'}]",03/25/2025,Approved w/Conditions,[],03/13/2025,SENSORS AND AVIATION DIVISION,OFFICE OF NATIONAL SECURITY AND TECHNOLOGY TRANSFER CONTROLS,,COMPLETED,Export License Application
Z1861737,D1397373,"[{'agency': 'Department of Defense', 'referralDate': '03/18/2025', 'closedDate': '03/19/2025'}, {'agency': 'Department of State', 'referralDate': '03/18/2025', 'closedDate': '03/24/2025'}]",04/01/2025,Approved w/Conditions,[],03/13/2025,GUN AND AMMUNITION,OFFICE OF NONPROLIFERATION AND TREATY COMPLIANCE,,COMPLETED,Export License Application
Z1861736,,[],03/17/2025,Returned Without Action,[],03/13/2025,OFFICE OF MUNITIONS CONTROL DIVISION,Office of Strategic Industries and Economic Security,,COMPLETED,Export License Application
Z1861735,D1397371,"[{'agency': 'Department of Defense', 'referralDate': '03/19/2025', 'closedDate': '03/21/2025'}, {'agency': 'Department of State', 'referralDate': '03/19/2025', 'closedDate': '03/25/2025'}]",04/03/2025,Approved w/Conditions,[],03/13/2025,GUN AND AMMUNITION,OFFICE OF NONPROLIFERATION AND TREATY COMPLIANCE,,COMPLETED,Export License Application
Z1861734,D1397370,"[{'agency': 'Department of Defense', 'referralDate': '03/14/2025', 'closedDate': '03/17/2025'}]",03/19/2025,Approved w/Conditions,[],03/13/2025,OFFICE OF MUNITIONS CONTROL DIVISION,Office of Strategic Industries and Economic Security,,COMPLETED,Export License Application
Z1861733,,"[{'agency': 'Department of Defense', 'referralDate': '04/11/2025', 'closedDate': '04/14/2025'}]",,,"[{'agency': 'Department of State', 'referralDate': '04/11/2025', 'closedDate': ''}]",03/13/2025,CRIME CONTROL DIVISION,OFFICE OF NONPROLIFERATION AND TREATY COMPLIANCE,,PENDING,Export License Application
Z1861732,,"[{'agency': 'Department of Defense', 'referralDate': '03/26/2025', 'closedDate': '04/04/2025'}, {'agency': 'Department of Energy', 'referralDate': '03/26/2025', 'closedDate': '03/31/2025'}]",,,"[{'agency': 'Department of State', 'referralDate': '03/26/2025', 'closedDate': ''}]",03/13/2025,NUCLEAR AND MISSILE TECHNOLOGY CONTROLS DIVISION,OFFICE OF NONPROLIFERATION AND TREATY COMPLIANCE,,PENDING,Export License Application
Z1861731,D1397367,"[{'agency': 'Department of Defense', 'referralDate': '03/18/2025', 'closedDate': '03/21/2025'}, {'agency': 'Department of State', 'referralDate': '03/18/2025', 'closedDate': '03/27/2025'}]",04/04/2025,Approved w/Conditions,[],03/13/2025,OFFICE OF MUNITIONS CONTROL DIVISION,Office of Strategic Industries and Economic Security,,COMPLETED,Export License Application
Z1861730,D1397366,[],03/19/2025,Approved w/Conditions,[],03/13/2025,OFFICE OF MUNITIONS CONTROL DIVISION,Office of Strategic Industries and Economic Security,,COMPLETED,Export License Application
Z1861729,D1397365,"[{'agency': 'Department of Defense', 'referralDate': '03/17/2025', 'closedDate': '03/26/2025'}, {'agency': 'Department of State', 'referralDate': '03/17/2025', 'closedDate': '03/27/2025'}]",04/04/2025,Approved w/Conditions,[],03/13/2025,OFFICE OF MUNITIONS CONTROL DIVISION,Office of Strategic Industries and Economic Security,,COMPLETED,Export License Application
Z1861728,D1397364,"[{'agency': 'Department of Defense', 'referralDate': '03/17/2025', 'closedDate': '03/19/2025'}]",03/20/2025,Approved w/Conditions,[],03/13/2025,OFFICE OF MUNITIONS CONTROL DIVISION,Office of Strategic Industries and Economic Security,,COMPLETED,Export License Application
Z1861727,,"[{'agency': 'Department of Defense', 'referralDate': '03/18/2025', 'closedDate': '04/01/2025'}, {'agency': 'Department of Energy', 'referralDate': '03/18/2025', 'closedDate': '03/25/2025'}, {'agency': 'Department of State', 'referralDate': '03/18/2025', 'closedDate': '03/25/2025'}]",,,[],03/13/2025,DEEMED EXPORTS AND ELECTRONICS DIVISION,OFFICE OF NATIONAL SECURITY AND TECHNOLOGY TRANSFER CONTROLS,,HOLD WITHOUT ACTION (03/25/2025),Export License Application
Z1861726,D1397362,"[{'agency': 'Department of Defense', 'referralDate': '03/18/2025', 'closedDate': '03/20/2025'}, {'agency': 'Department of State', 'referralDate': '03/20/2025', 'closedDate': '03/21/2025'}]",03/24/2025,Approved w/Conditions,[],03/13/2025,DEEMED EXPORTS AND ELECTRONICS DIVISION,OFFICE OF NATIONAL SECURITY AND TECHNOLOGY TRANSFER CONTROLS,,COMPLETED,Export License Application
Z1861725,,"[{'agency': 'Department of Defense', 'referralDate': '03/24/2025', 'closedDate': '04/10/2025'}, {'agency': 'Department of State', 'referralDate': '03/24/2025', 'closedDate': '03/26/2025'}]",,,[],03/13/2025,DEEMED EXPORTS AND ELECTRONICS DIVISION,OFFICE OF NATIONAL SECURITY AND TECHNOLOGY TRANSFER CONTROLS,,PENDING,Export License Application
Z1861724,,"[{'agency': 'Department of Defense', 'referralDate': '03/17/2025', 'closedDate': '04/10/2025'}, {'agency': 'Department of Energy', 'referralDate': '03/17/2025', 'closedDate': '04/16/2025'}, {'agency': 'Department of State', 'referralDate': '03/17/2025', 'closedDate': '03/28/2025'}]",,,[],03/13/2025,DEEMED EXPORTS AND ELECTRONICS DIVISION,OFFICE OF NATIONAL SECURITY AND TECHNOLOGY TRANSFER CONTROLS,,PENDING,Export License Application
Z1861723,D1397359,"[{'agency': 'Department of Defense', 'referralDate': '03/14/2025', 'closedDate': '03/17/2025'}]",03/18/2025,Approved w/Conditions,[],03/13/2025,OFFICE OF MUNITIONS CONTROL DIVISION,Office of Strategic Industries and Economic Security,,COMPLETED,Export License Application
Z1861722,,"[{'agency': 'Department of Defense', 'referralDate': '03/17/2025', 'closedDate': '04/10/2025'}, {'agency': 'Department of Energy', 'referralDate': '03/17/2025', 'closedDate': '04/16/2025'}, {'agency': 'Department of State', 'referralDate': '03/17/2025', 'closedDate': '03/26/2025'}]",,,[],03/13/2025,DEEMED EXPORTS AND ELECTRONICS DIVISION,OFFICE OF NATIONAL SECURITY AND TECHNOLOGY TRANSFER CONTROLS,,PENDING,Export License Application
Z1861721,,[],,,[],03/13/2025,OFFICE OF MUNITIONS CONTROL DIVISION,Office of Strategic Industries and Economic Security,,PENDING,Export License Application
Z1861720,,"[{'agency': 'Department of Defense', 'referralDate': '03/14/2025', 'closedDate': '04/10/2025'}, {'agency': 'Department of Energy', 'referralDate': '03/14/2025', 'closedDate': '04/13/2025'}, {'agency': 'Department of State', 'referralDate': '03/14/2025', 'closedDate': '03/28/2025'}]",,,[],03/13/2025,DEEMED EXPORTS AND ELECTRONICS DIVISION,OFFICE OF NATIONAL SECURITY AND TECHNOLOGY TRANSFER CONTROLS,,PENDING,Export License Application
Z1861719,,"[{'agency': 'Department of Defense', 'referralDate': '03/17/2025', 'closedDate': '03/26/2025'}, {'agency': 'Department of State', 'referralDate': '03/17/2025', 'closedDate': '03/27/2025'}]",,,[],03/13/2025,OFFICE OF MUNITIONS CONTROL DIVISION,Office of Strategic Industries and Economic Security,,HOLD WITHOUT ACTION (04/03/2025),Export License Application
Z1861718,D1397354,"[{'agency': 'Department of Defense', 'referralDate': '03/14/2025', 'closedDate': '03/24/2025'}, {'agency': 'Department of State', 'referralDate': '03/14/2025', 'closedDate': '03/17/2025'}]",03/24/2025,Approved w/Conditions,[],03/13/2025,OFFICE OF MUNITIONS CONTROL DIVISION,Office of Strategic Industries and Economic Security,,COMPLETED,Export License Application
Z1861717,D1397353,"[{'agency': 'Department of Defense', 'referralDate': '03/14/2025', 'closedDate': '03/18/2025'}, {'agency': 'Department of State', 'referralDate': '03/14/2025', 'closedDate': '03/17/2025'}]",03/19/2025,Approved w/Conditions,[],03/13/2025,CHEMICAL AND BIOLOGICAL CONTROLS DIVISION,OFFICE OF NONPROLIFERATION AND TREATY COMPLIANCE,,COMPLETED,Export License Application
Z1861716,,"[{'agency': 'Department of Defense', 'referralDate': '03/20/2025', 'closedDate': '03/21/2025'}, {'agency': 'Department of State', 'referralDate': '03/20/2025', 'closedDate': '03/26/2025'}]",04/03/2025,Returned Without Action,[],03/13/2025,CRIME CONTROL DIVISION,OFFICE OF NONPROLIFERATION AND TREATY COMPLIANCE,,COMPLETED,Export License Application
Z1861715,D1397351,"[{'agency': 'Department of Defense', 'referralDate': '03/17/2025', 'closedDate': '04/04/2025'}]",04/07/2025,Approved w/Conditions,[],03/13/2025,OFFICE OF MUNITIONS CONTROL DIVISION,Office of Strategic Industries and Economic Security,,COMPLETED,Export License Application
Z1861714,,"[{'agency': 'Department of Defense', 'referralDate': '03/19/2025', 'closedDate': '04/11/2025'}, {'agency': 'Department of State', 'referralDate': '03/19/2025', 'closedDate': '04/16/2025'}]",,,[],03/13/2025,DEEMED EXPORTS AND ELECTRONICS DIVISION,OFFICE OF NATIONAL SECURITY AND TECHNOLOGY TRANSFER CONTROLS,,PENDING,Export License Application
Z1861713,G198960,"[{'agency': 'Department of Defense', 'referralDate': '03/14/2025', 'closedDate': '03/17/2025'}]",03/19/2025,Completed,[],03/13/2025,CHEMICAL AND BIOLOGICAL CONTROLS DIVISION,OFFICE OF NONPROLIFERATION AND TREATY COMPLIANCE,,COMPLETED,Commodity Classification Request
Z1861712,D1397349,"[{'agency': 'Department of Defense', 'referralDate': '03/14/2025', 'closedDate': '04/11/2025'}]",04/11/2025,Approved w/Conditions,[],03/13/2025,OFFICE OF MUNITIONS CONTROL DIVISION,Office of Strategic Industries and Economic Security,,COMPLETED,Export License Application
Z1861711,D1397348,"[{'agency': 'Department of Defense', 'referralDate': '03/20/2025', 'closedDate': '03/21/2025'}, {'agency': 'Department of State', 'referralDate': '03/20/2025', 'closedDate': '03/26/2025'}]",04/04/2025,Approved w/Conditions,[],03/13/2025,CRIME CONTROL DIVISION,OFFICE OF NONPROLIFERATION AND TREATY COMPLIANCE,,COMPLETED,Export License Application
Z1861710,D1397347,"[{'agency': 'Department of Defense', 'referralDate': '04/03/2025', 'closedDate': '04/08/2025'}]",04/08/2025,Approved w/Conditions,[],03/13/2025,OFFICE OF MUNITIONS CONTROL DIVISION,Office of Strategic Industries and Economic Security,,COMPLETED,Export License Application
Z1861709,D1397346,"[{'agency': 'Department of Defense', 'referralDate': '04/03/2025', 'closedDate': '04/08/2025'}]",04/08/2025,Approved w/Conditions,[],03/13/2025,OFFICE OF MUNITIONS CONTROL DIVISION,Office of Strategic Industries and Economic Security,,COMPLETED,Export License Application
Z1861708,D1397345,"[{'agency': 'Department of Defense', 'referralDate': '03/21/2025', 'closedDate': '03/25/2025'}, {'agency': 'Department of State', 'referralDate': '03/21/2025', 'closedDate': '03/21/2025'}]",04/03/2025,Approved w/Conditions,[],03/13/2025,OFFICE OF MUNITIONS CONTROL DIVISION,Office of Strategic Industries and Economic Security,,COMPLETED,Export License Application
Z1861707,D1397344,"[{'agency': 'Department of Defense', 'referralDate': '03/14/2025', 'closedDate': '03/18/2025'}, {'agency': 'Department of State', 'referralDate': '03/14/2025', 'closedDate': '03/19/2025'}]",03/22/2025,Approved w/Conditions,[],03/13/2025,CHEMICAL AND BIOLOGICAL CONTROLS DIVISION,OFFICE OF NONPROLIFERATION AND TREATY COMPLIANCE,,COMPLETED,Export License Application
Z1861706,D1397343,"[{'agency': 'Department of Defense', 'referralDate': '04/03/2025', 'closedDate': '04/08/2025'}]",04/08/2025,Approved w/Conditions,[],03/13/2025,OFFICE OF MUNITIONS CONTROL DIVISION,Office of Strategic Industries and Economic Security,,COMPLETED,Export License Application
Z1861705,D1397342,"[{'agency': 'Department of Defense', 'referralDate': '03/14/2025', 'closedDate': '03/17/2025'}]",03/18/2025,Approved w/Conditions,[],03/13/2025,OFFICE OF MUNITIONS CONTROL DIVISION,Office of Strategic Industries and Economic Security,,COMPLETED,Export License Application
Z1861704,D1397341,"[{'agency': 'Department of Defense', 'referralDate': '04/03/2025', 'closedDate': '04/08/2025'}]",04/08/2025,Approved w/Conditions,[],03/13/2025,OFFICE OF MUNITIONS CONTROL DIVISION,Office of Strategic Industries and Economic Security,,COMPLETED,Export License Application
Z1861703,D1397340,"[{'agency': 'Department of Defense', 'referralDate': '03/17/2025', 'closedDate': '03/31/2025'}, {'agency': 'Department of State', 'referralDate': '03/17/2025', 'closedDate': '03/27/2025'}]",04/04/2025,Approved w/Conditions,[],03/13/2025,OFFICE OF MUNITIONS CONTROL DIVISION,Office of Strategic Industries and Economic Security,,COMPLETED,Export License Application
Z1861702,,"[{'agency': 'Department of Defense', 'referralDate': '03/25/2025', 'closedDate': '03/26/2025'}, {'agency': 'Department of Energy', 'referralDate': '03/25/2025', 'closedDate': '04/08/2025'}]",,,"[{'agency': 'Department of State', 'referralDate': '03/25/2025', 'closedDate': ''}]",03/13/2025,NUCLEAR AND MISSILE TECHNOLOGY CONTROLS DIVISION,OFFICE OF NONPROLIFERATION AND TREATY COMPLIANCE,,PENDING,Export License Application
Z1861701,D1397338,"[{'agency': 'Department of Defense', 'referralDate': '03/14/2025', 'closedDate': '03/17/2025'}, {'agency': 'Department of State', 'referralDate': '03/14/2025', 'closedDate': '03/17/2025'}]",03/18/2025,Approved w/Conditions,[],03/13/2025,OFFICE OF MUNITIONS CONTROL DIVISION,Office of Strategic Industries and Economic Security,,COMPLETED,Export License Application
Z1861700,,[],03/14/2025,Returned Without Action,[],03/13/2025,OFFICE OF MUNITIONS CONTROL DIVISION,Office of Strategic Industries and Economic Security,,COMPLETED,Export License Application
Z1861699,,[],,,[],03/13/2025,FOREIGN POLICY DIVISION,OFFICE OF NONPROLIFERATION AND TREATY COMPLIANCE,,PENDING,Export License Application
