acn,caseNumber,completedReferrals,completionDate,finalDecision,pendingReferrals,registrationDate,renewingDivision,renewingOffice,reopenDate,reviewStatus,type
Z1865094,,[],,,"[{'agency': 'Department of Defense', 'referralDate': '04/17/2025', 'closedDate': ''}]",04/11/2025,OFFICE OF MUNITIONS CONTROL DIVISION,Office of Strategic Industries and Economic Security,,PENDING,Export License Application
Z1865093,,[],,,[],04/11/2025,OFFICE OF MUNITIONS CONTROL DIVISION,Office of Strategic Industries and Economic Security,,PENDING,Export License Application
Z1865092,,[],,,[],04/11/2025,CHEMICAL AND BIOLOGICAL CONTROLS DIVISION,OFFICE OF NONPROLIFERATION AND TREATY COMPLIANCE,,PENDING,Re-Export License Application
Z1865091,,[],,,[],04/11/2025,CRIME CONTROL DIVISION,OFFICE OF NONPROLIFERATION AND TREATY COMPLIANCE,,PENDING,Export License Application
Z1865090,,[],,,[],04/11/2025,DEEMED EXPORTS AND ELECTRONICS DIVISION,OFFICE OF NATIONAL SECURITY AND TECHNOLOGY TRANSFER CONTROLS,,PENDING,Export License Application
Z1865089,,[],,,[],04/11/2025,CRIME CONTROL DIVISION,OFFICE OF NONPROLIFERATION AND TREATY COMPLIANCE,,PENDING,Export License Application
Z1865088,,[],,,[],04/11/2025,OFFICE OF MUNITIONS CONTROL DIVISION,Office of Strategic Industries and Economic Security,,PENDING,Export License Application
Z1865087,,[],,,[],04/11/2025,CRIME CONTROL DIVISION,OFFICE OF NONPROLIFERATION AND TREATY COMPLIANCE,,PENDING,Export License Application
Z1865086,,[],,,[],04/11/2025,SENSORS AND AVIATION DIVISION,OFFICE OF NATIONAL SECURITY AND TECHNOLOGY TRANSFER CONTROLS,,PENDING,Export License Application
Z1865085,D1400501,[],04/13/2025,Approved w/Conditions,[],04/11/2025,OFFICE OF MUNITIONS CONTROL DIVISION,Office of Strategic Industries and Economic Security,,COMPLETED,Export License Application
Z1865084,,[],,,[],04/11/2025,DEEMED EXPORTS AND ELECTRONICS DIVISION,OFFICE OF NATIONAL SECURITY AND TECHNOLOGY TRANSFER CONTROLS,,PENDING,Export License Application
Z1865083,,"[{'agency': 'Department of Defense', 'referralDate': '04/15/2025', 'closedDate': '04/16/2025'}]",,,"[{'agency': 'Department of State', 'referralDate': '04/15/2025', 'closedDate': ''}]",04/11/2025,OFFICE OF MUNITIONS CONTROL DIVISION,Office of Strategic Industries and Economic Security,,PENDING,Export License Application
Z1865082,,[],,,[],04/11/2025,NUCLEAR AND MISSILE TECHNOLOGY CONTROLS DIVISION,OFFICE OF NONPROLIFERATION AND TREATY COMPLIANCE,,PENDING,Export License Application
Z1865081,,[],,,[],04/11/2025,GUN AND AMMUNITION,OFFICE OF NONPROLIFERATION AND TREATY COMPLIANCE,,PENDING,Export License Application
Z1865080,D1400496,[],04/14/2025,Approved w/Conditions,[],04/11/2025,OFFICE OF MUNITIONS CONTROL DIVISION,Office of Strategic Industries and Economic Security,,COMPLETED,Export License Application
Z1865079,,[],,,[],04/11/2025,CHEMICAL AND BIOLOGICAL CONTROLS DIVISION,OFFICE OF NONPROLIFERATION AND TREATY COMPLIANCE,,PENDING,Export License Application
Z1865078,,[],,,[],04/11/2025,SENSORS AND AVIATION DIVISION,OFFICE OF NATIONAL SECURITY AND TECHNOLOGY TRANSFER CONTROLS,,PENDING,Export License Application
Z1865077,D1400493,"[{'agency': 'Department of Defense', 'referralDate': '04/15/2025', 'closedDate': '04/16/2025'}, {'agency': 'Department of State', 'referralDate': '04/15/2025', 'closedDate': '04/16/2025'}]",04/16/2025,Approved w/Conditions,[],04/11/2025,OFFICE OF MUNITIONS CONTROL DIVISION,Office of Strategic Industries and Economic Security,,COMPLETED,Export License Application
Z1865076,,"[{'agency': 'Department of Defense', 'referralDate': '04/14/2025', 'closedDate': '04/14/2025'}, {'agency': 'Department of State', 'referralDate': '04/14/2025', 'closedDate': '04/17/2025'}]",,,[],04/11/2025,GUN AND AMMUNITION,OFFICE OF NONPROLIFERATION AND TREATY COMPLIANCE,,PENDING,Export License Application
Z1865075,,[],,,[],04/11/2025,DEEMED EXPORTS AND ELECTRONICS DIVISION,OFFICE OF NATIONAL SECURITY AND TECHNOLOGY TRANSFER CONTROLS,,PENDING,Export License Application
Z1865074,,[],,,[],04/11/2025,OFFICE OF EXPORTER SERVICES,OFFICE OF EXPORTER SERVICES,,PENDING,Export License Application
Z1865073,,[],,,[],04/11/2025,SENSORS AND AVIATION DIVISION,OFFICE OF NATIONAL SECURITY AND TECHNOLOGY TRANSFER CONTROLS,,PENDING,Export License Application
Z1865072,,"[{'agency': 'Department of Defense', 'referralDate': '04/15/2025', 'closedDate': '04/16/2025'}]",,,[],04/11/2025,OFFICE OF MUNITIONS CONTROL DIVISION,Office of Strategic Industries and Economic Security,,PENDING,Export License Application
Z1865071,,[],,,[],04/11/2025,NUCLEAR AND MISSILE TECHNOLOGY CONTROLS DIVISION,OFFICE OF NONPROLIFERATION AND TREATY COMPLIANCE,,PENDING,Export License Application
Z1865070,,[],,,[],04/11/2025,SENSORS AND AVIATION DIVISION,OFFICE OF NATIONAL SECURITY AND TECHNOLOGY TRANSFER CONTROLS,,PENDING,Export License Application
Z1865069,D1400485,"[{'agency': 'Department of Defense', 'referralDate': '04/12/2025', 'closedDate': '04/16/2025'}]",04/16/2025,Approved w/Conditions,[],04/11/2025,OFFICE OF MUNITIONS CONTROL DIVISION,Office of Strategic Industries and Economic Security,,COMPLETED,Export License Application
Z1865068,,[],,,[],04/11/2025,NUCLEAR AND MISSILE TECHNOLOGY CONTROLS DIVISION,OFFICE OF NONPROLIFERATION AND TREATY COMPLIANCE,,PENDING,Re-Export License Application
Z1865067,,[],,,[],04/11/2025,NUCLEAR AND MISSILE TECHNOLOGY CONTROLS DIVISION,OFFICE OF NONPROLIFERATION AND TREATY COMPLIANCE,,PENDING,Export License Application
Z1865066,,"[{'agency': 'Department of Defense', 'referralDate': '04/14/2025', 'closedDate': '04/14/2025'}, {'agency': 'Department of State', 'referralDate': '04/14/2025', 'closedDate': '04/17/2025'}]",,,[],04/11/2025,GUN AND AMMUNITION,OFFICE OF NONPROLIFERATION AND TREATY COMPLIANCE,,PENDING,Export License Application
Z1865065,,[],,,[],04/11/2025,CRIME CONTROL DIVISION,OFFICE OF NONPROLIFERATION AND TREATY COMPLIANCE,,PENDING,Export License Application
Z1865064,,[],,,[],04/11/2025,INFORMATION TECHNOLOGY DIVISION,OFFICE OF NATIONAL SECURITY AND TECHNOLOGY TRANSFER CONTROLS,,PENDING,Commodity Classification Request
Z1865063,,[],,,[],04/11/2025,SENSORS AND AVIATION DIVISION,OFFICE OF NATIONAL SECURITY AND TECHNOLOGY TRANSFER CONTROLS,,PENDING,Commodity Classification Request
Z1865062,,[],,,[],04/11/2025,CHEMICAL AND BIOLOGICAL CONTROLS DIVISION,OFFICE OF NONPROLIFERATION AND TREATY COMPLIANCE,,PENDING,Export License Application
Z1865061,,[],,,[],04/11/2025,OFFICE OF EXPORTER SERVICES,OFFICE OF EXPORTER SERVICES,,PENDING,Export License Application
Z1865060,,[],,,[],04/11/2025,FOREIGN POLICY DIVISION,OFFICE OF NONPROLIFERATION AND TREATY COMPLIANCE,,PENDING,Agriculture License Exception Notice
Z1865059,,[],,,[],04/11/2025,FOREIGN POLICY DIVISION,OFFICE OF NONPROLIFERATION AND TREATY COMPLIANCE,,PENDING,Agriculture License Exception Notice
Z1865058,,[],,,[],04/11/2025,OFFICE OF EXPORTER SERVICES,OFFICE OF EXPORTER SERVICES,,PENDING,Export License Application
Z1865057,,[],,,[],04/11/2025,CHEMICAL AND BIOLOGICAL CONTROLS DIVISION,OFFICE OF NONPROLIFERATION AND TREATY COMPLIANCE,,PENDING,Export License Application
Z1865056,,[],,,[],04/11/2025,OFFICE OF MUNITIONS CONTROL DIVISION,Office of Strategic Industries and Economic Security,,HOLD WITHOUT ACTION (04/17/2025),Export License Application
Z1865055,,"[{'agency': 'Department of Defense', 'referralDate': '04/14/2025', 'closedDate': '04/15/2025'}, {'agency': 'Department of State', 'referralDate': '04/14/2025', 'closedDate': '04/15/2025'}]",,,[],04/11/2025,OFFICE OF MUNITIONS CONTROL DIVISION,Office of Strategic Industries and Economic Security,,HOLD WITHOUT ACTION (04/16/2025),Export License Application
Z1865054,,"[{'agency': 'Department of Defense', 'referralDate': '04/14/2025', 'closedDate': '04/16/2025'}]",,,"[{'agency': 'Department of State', 'referralDate': '04/14/2025', 'closedDate': ''}]",04/11/2025,OFFICE OF MUNITIONS CONTROL DIVISION,Office of Strategic Industries and Economic Security,,PENDING,Export License Application
Z1865053,,[],,,[],04/11/2025,OFFICE OF MUNITIONS CONTROL DIVISION,Office of Strategic Industries and Economic Security,,HOLD WITHOUT ACTION (04/17/2025),Export License Application
Z1865052,D1400468,[],04/14/2025,Approved w/Conditions,[],04/11/2025,OFFICE OF MUNITIONS CONTROL DIVISION,Office of Strategic Industries and Economic Security,,COMPLETED,Export License Application
Z1865051,,[],,,[],04/11/2025,CHEMICAL AND BIOLOGICAL CONTROLS DIVISION,OFFICE OF NONPROLIFERATION AND TREATY COMPLIANCE,,PENDING,Export License Application
Z1865050,,[],,,[],04/11/2025,NUCLEAR AND MISSILE TECHNOLOGY CONTROLS DIVISION,OFFICE OF NONPROLIFERATION AND TREATY COMPLIANCE,,PENDING,Export License Application
Z1865049,,[],,,[],04/11/2025,CRIME CONTROL DIVISION,OFFICE OF NONPROLIFERATION AND TREATY COMPLIANCE,,PENDING,Export License Application
Z1865048,,[],,,[],04/11/2025,OFFICE OF EXPORTER SERVICES,OFFICE OF EXPORTER SERVICES,,PENDING,Re-Export License Application
Z1865047,,[],,,[],04/11/2025,INFORMATION TECHNOLOGY DIVISION,OFFICE OF NATIONAL SECURITY AND TECHNOLOGY TRANSFER CONTROLS,,PENDING,Export License Application
Z1865046,,[],,,[],04/11/2025,SENSORS AND AVIATION DIVISION,OFFICE OF NATIONAL SECURITY AND TECHNOLOGY TRANSFER CONTROLS,,PENDING,Commodity Classification Request
Z1865045,,[],,,[],04/11/2025,OFFICE OF MUNITIONS CONTROL DIVISION,Office of Strategic Industries and Economic Security,,PENDING,Export License Application
Z1865044,,[],,,[],04/11/2025,GUN AND AMMUNITION,OFFICE OF NONPROLIFERATION AND TREATY COMPLIANCE,,PENDING,Export License Application
Z1865043,,"[{'agency': 'Department of Defense', 'referralDate': '04/16/2025', 'closedDate': '04/17/2025'}]",,,[],04/11/2025,OFFICE OF MUNITIONS CONTROL DIVISION,Office of Strategic Industries and Economic Security,,PENDING,Export License Application
Z1865042,,[],,,[],04/11/2025,SENSORS AND AVIATION DIVISION,OFFICE OF NATIONAL SECURITY AND TECHNOLOGY TRANSFER CONTROLS,,PENDING,Export License Application
Z1865041,,"[{'agency': 'Department of State', 'referralDate': '04/14/2025', 'closedDate': '04/16/2025'}]",,,"[{'agency': 'Department of Defense', 'referralDate': '04/14/2025', 'closedDate': ''}]",04/11/2025,OFFICE OF MUNITIONS CONTROL DIVISION,Office of Strategic Industries and Economic Security,,PENDING,Export License Application
Z1865040,,[],,,[],04/11/2025,GUN AND AMMUNITION,OFFICE OF NONPROLIFERATION AND TREATY COMPLIANCE,,PENDING,Export License Application
Z1865039,D1400456,"[{'agency': 'Department of Defense', 'referralDate': '04/11/2025', 'closedDate': '04/15/2025'}, {'agency': 'Department of State', 'referralDate': '04/11/2025', 'closedDate': '04/14/2025'}]",04/15/2025,Approved w/Conditions,[],04/11/2025,OFFICE OF MUNITIONS CONTROL DIVISION,Office of Strategic Industries and Economic Security,,COMPLETED,Export License Application
Z1865038,,"[{'agency': 'Department of Defense', 'referralDate': '04/14/2025', 'closedDate': '04/17/2025'}, {'agency': 'Department of State', 'referralDate': '04/14/2025', 'closedDate': '04/17/2025'}]",,,[],04/11/2025,OFFICE OF MUNITIONS CONTROL DIVISION,Office of Strategic Industries and Economic Security,,PENDING,Export License Application
Z1865037,,[],,,[],04/11/2025,SENSORS AND AVIATION DIVISION,OFFICE OF NATIONAL SECURITY AND TECHNOLOGY TRANSFER CONTROLS,,PENDING,Export License Application
Z1865036,,[],,,[],04/11/2025,GUN AND AMMUNITION,OFFICE OF NONPROLIFERATION AND TREATY COMPLIANCE,,PENDING,Export License Application
Z1865035,,[],,,[],04/11/2025,FOREIGN POLICY DIVISION,OFFICE OF NONPROLIFERATION AND TREATY COMPLIANCE,,PENDING,Agriculture License Exception Notice
Z1865034,,[],,,[],04/11/2025,CHEMICAL AND BIOLOGICAL CONTROLS DIVISION,OFFICE OF NONPROLIFERATION AND TREATY COMPLIANCE,,PENDING,Export License Application
Z1865033,,[],,,[],04/11/2025,SENSORS AND AVIATION DIVISION,OFFICE OF NATIONAL SECURITY AND TECHNOLOGY TRANSFER CONTROLS,,PENDING,Export License Application
Z1865032,,"[{'agency': 'Department of Defense', 'referralDate': '04/15/2025', 'closedDate': '04/16/2025'}, {'agency': 'Department of State', 'referralDate': '04/15/2025', 'closedDate': '04/18/2025'}]",,,[],04/11/2025,OFFICE OF MUNITIONS CONTROL DIVISION,Office of Strategic Industries and Economic Security,,PENDING,Export License Application
Z1865031,,[],,,[],04/11/2025,SENSORS AND AVIATION DIVISION,OFFICE OF NATIONAL SECURITY AND TECHNOLOGY TRANSFER CONTROLS,,PENDING,Export License Application
Z1865030,,"[{'agency': 'Department of Defense', 'referralDate': '04/15/2025', 'closedDate': '04/16/2025'}]",,,[],04/11/2025,OFFICE OF MUNITIONS CONTROL DIVISION,Office of Strategic Industries and Economic Security,,PENDING,Export License Application
Z1865029,,[],,,[],04/11/2025,GUN AND AMMUNITION,OFFICE OF NONPROLIFERATION AND TREATY COMPLIANCE,,PENDING,Export License Application
Z1865028,,[],,,[],04/11/2025,OFFICE OF MUNITIONS CONTROL DIVISION,Office of Strategic Industries and Economic Security,,HOLD WITHOUT ACTION (04/17/2025),Export License Application
Z1865027,,"[{'agency': 'Department of State', 'referralDate': '04/11/2025', 'closedDate': '04/14/2025'}]",,,"[{'agency': 'Department of Defense', 'referralDate': '04/11/2025', 'closedDate': ''}]",04/11/2025,OFFICE OF MUNITIONS CONTROL DIVISION,Office of Strategic Industries and Economic Security,,PENDING,Export License Application
Z1865026,,[],,,[],04/11/2025,CRIME CONTROL DIVISION,OFFICE OF NONPROLIFERATION AND TREATY COMPLIANCE,,PENDING,Export License Application
Z1865025,,[],,,[],04/11/2025,GUN AND AMMUNITION,OFFICE OF NONPROLIFERATION AND TREATY COMPLIANCE,,PENDING,Export License Application
Z1865024,,[],04/16/2025,Returned Without Action,[],04/11/2025,SENSORS AND AVIATION DIVISION,OFFICE OF NATIONAL SECURITY AND TECHNOLOGY TRANSFER CONTROLS,,COMPLETED,Export License Application
Z1865023,,[],,,"[{'agency': 'Department of Defense', 'referralDate': '04/15/2025', 'closedDate': ''}, {'agency': 'Department of State', 'referralDate': '04/15/2025', 'closedDate': ''}]",04/11/2025,OFFICE OF MUNITIONS CONTROL DIVISION,Office of Strategic Industries and Economic Security,,PENDING,Re-Export License Application
Z1865022,,[],,,[],04/11/2025,INFORMATION TECHNOLOGY DIVISION,OFFICE OF NATIONAL SECURITY AND TECHNOLOGY TRANSFER CONTROLS,,PENDING,Re-Export License Application
Z1865021,,[],,,[],04/11/2025,OFFICE OF EXPORTER SERVICES,OFFICE OF EXPORTER SERVICES,,PENDING,Export License Application
Z1865020,,"[{'agency': 'Department of State', 'referralDate': '04/11/2025', 'closedDate': '04/15/2025'}]",,,"[{'agency': 'Department of Defense', 'referralDate': '04/11/2025', 'closedDate': ''}]",04/11/2025,OFFICE OF MUNITIONS CONTROL DIVISION,Office of Strategic Industries and Economic Security,,PENDING,Export License Application
Z1865019,,[],,,[],04/11/2025,NUCLEAR AND MISSILE TECHNOLOGY CONTROLS DIVISION,OFFICE OF NONPROLIFERATION AND TREATY COMPLIANCE,,PENDING,Export License Application
Z1865018,,[],,,[],04/11/2025,NUCLEAR AND MISSILE TECHNOLOGY CONTROLS DIVISION,OFFICE OF NONPROLIFERATION AND TREATY COMPLIANCE,,PENDING,Export License Application
Z1865017,,[],,,[],04/11/2025,INFORMATION TECHNOLOGY DIVISION,OFFICE OF NATIONAL SECURITY AND TECHNOLOGY TRANSFER CONTROLS,,PENDING,Commodity Classification Request
Z1865016,,[],,,[],04/10/2025,NUCLEAR AND MISSILE TECHNOLOGY CONTROLS DIVISION,OFFICE OF NONPROLIFERATION AND TREATY COMPLIANCE,,PENDING,Export License Application
Z1865015,,[],,,[],04/10/2025,SENSORS AND AVIATION DIVISION,OFFICE OF NATIONAL SECURITY AND TECHNOLOGY TRANSFER CONTROLS,,PENDING,Export License Application
Z1865014,,[],,,[],04/10/2025,INFORMATION TECHNOLOGY DIVISION,OFFICE OF NATIONAL SECURITY AND TECHNOLOGY TRANSFER CONTROLS,,PENDING,Commodity Classification Request
Z1865013,D1400431,"[{'agency': 'Department of Defense', 'referralDate': '04/11/2025', 'closedDate': '04/15/2025'}, {'agency': 'Department of State', 'referralDate': '04/11/2025', 'closedDate': '04/11/2025'}]",04/15/2025,Approved w/Conditions,[],04/10/2025,OFFICE OF MUNITIONS CONTROL DIVISION,Office of Strategic Industries and Economic Security,,COMPLETED,Export License Application
Z1865012,,[],,,[],04/10/2025,SENSORS AND AVIATION DIVISION,OFFICE OF NATIONAL SECURITY AND TECHNOLOGY TRANSFER CONTROLS,,PENDING,Export License Application
Z1865011,,[],,,[],04/10/2025,SENSORS AND AVIATION DIVISION,OFFICE OF NATIONAL SECURITY AND TECHNOLOGY TRANSFER CONTROLS,,PENDING,Export License Application
Z1865010,,[],,,[],04/10/2025,CRIME CONTROL DIVISION,OFFICE OF NONPROLIFERATION AND TREATY COMPLIANCE,,PENDING,Export License Application
Z1865009,,[],,,[],04/10/2025,SENSORS AND AVIATION DIVISION,OFFICE OF NATIONAL SECURITY AND TECHNOLOGY TRANSFER CONTROLS,,PENDING,Re-Export License Application
Z1865008,,[],,,"[{'agency': 'Department of Defense', 'referralDate': '04/11/2025', 'closedDate': ''}, {'agency': 'Department of State', 'referralDate': '04/11/2025', 'closedDate': ''}]",04/10/2025,OFFICE OF MUNITIONS CONTROL DIVISION,Office of Strategic Industries and Economic Security,,PENDING,Re-Export License Application
Z1865007,,[],,,[],04/10/2025,OFFICE OF EXPORTER SERVICES,OFFICE OF EXPORTER SERVICES,,PENDING,Export License Application
Z1865006,,[],,,[],04/10/2025,CRIME CONTROL DIVISION,OFFICE OF NONPROLIFERATION AND TREATY COMPLIANCE,,PENDING,Export License Application
Z1865005,,[],,,[],04/10/2025,SENSORS AND AVIATION DIVISION,OFFICE OF NATIONAL SECURITY AND TECHNOLOGY TRANSFER CONTROLS,,PENDING,Export License Application
Z1865004,D1400422,"[{'agency': 'Department of Defense', 'referralDate': '04/11/2025', 'closedDate': '04/15/2025'}, {'agency': 'Department of State', 'referralDate': '04/11/2025', 'closedDate': '04/14/2025'}]",04/15/2025,Approved w/Conditions,[],04/10/2025,OFFICE OF MUNITIONS CONTROL DIVISION,Office of Strategic Industries and Economic Security,,COMPLETED,Export License Application
Z1865003,D1400421,"[{'agency': 'Department of Defense', 'referralDate': '04/11/2025', 'closedDate': '04/15/2025'}]",04/15/2025,Approved w/Conditions,[],04/10/2025,OFFICE OF MUNITIONS CONTROL DIVISION,Office of Strategic Industries and Economic Security,,COMPLETED,Export License Application
Z1865002,D1400420,"[{'agency': 'Department of Defense', 'referralDate': '04/12/2025', 'closedDate': '04/16/2025'}]",04/16/2025,Approved w/Conditions,[],04/10/2025,OFFICE OF MUNITIONS CONTROL DIVISION,Office of Strategic Industries and Economic Security,,COMPLETED,Export License Application
Z1865001,D1400419,"[{'agency': 'Department of Defense', 'referralDate': '04/11/2025', 'closedDate': '04/15/2025'}]",04/15/2025,Approved w/Conditions,[],04/10/2025,OFFICE OF MUNITIONS CONTROL DIVISION,Office of Strategic Industries and Economic Security,,COMPLETED,Export License Application
Z1865000,,[],,,[],04/10/2025,GUN AND AMMUNITION,OFFICE OF NONPROLIFERATION AND TREATY COMPLIANCE,,PENDING,Export License Application
Z1864999,,"[{'agency': 'Department of State', 'referralDate': '04/11/2025', 'closedDate': '04/16/2025'}]",,,"[{'agency': 'Department of Defense', 'referralDate': '04/11/2025', 'closedDate': ''}]",04/10/2025,OFFICE OF MUNITIONS CONTROL DIVISION,Office of Strategic Industries and Economic Security,,PENDING,Export License Application
Z1864998,,[],,,[],04/10/2025,FOREIGN POLICY DIVISION,OFFICE OF NONPROLIFERATION AND TREATY COMPLIANCE,,PENDING,Export License Application
Z1864997,,"[{'agency': 'Department of Defense', 'referralDate': '04/15/2025', 'closedDate': '04/17/2025'}]",,,[],04/10/2025,OFFICE OF MUNITIONS CONTROL DIVISION,Office of Strategic Industries and Economic Security,,PENDING,Commodity Classification Request
Z1864996,,"[{'agency': 'Department of Defense', 'referralDate': '04/15/2025', 'closedDate': '04/17/2025'}]",,,[],04/10/2025,OFFICE OF MUNITIONS CONTROL DIVISION,Office of Strategic Industries and Economic Security,,PENDING,Commodity Classification Request
Z1864995,,"[{'agency': 'Department of State', 'referralDate': '04/17/2025', 'closedDate': '04/17/2025'}]",,,"[{'agency': 'Department of Defense', 'referralDate': '04/17/2025', 'closedDate': ''}]",04/10/2025,INFORMATION TECHNOLOGY DIVISION,OFFICE OF NATIONAL SECURITY AND TECHNOLOGY TRANSFER CONTROLS,,PENDING,Export License Application
Z1864994,,[],,,[],04/10/2025,GUN AND AMMUNITION,OFFICE OF NONPROLIFERATION AND TREATY COMPLIANCE,,PENDING,Export License Application
Z1864993,,"[{'agency': 'Department of Defense', 'referralDate': '04/15/2025', 'closedDate': '04/17/2025'}]",,,[],04/10/2025,OFFICE OF MUNITIONS CONTROL DIVISION,Office of Strategic Industries and Economic Security,,PENDING,Commodity Classification Request
Z1864992,,[],,,[],04/10/2025,INFORMATION TECHNOLOGY DIVISION,OFFICE OF NATIONAL SECURITY AND TECHNOLOGY TRANSFER CONTROLS,,PENDING,Commodity Classification Request
Z1864991,,[],,,[],04/10/2025,CRIME CONTROL DIVISION,OFFICE OF NONPROLIFERATION AND TREATY COMPLIANCE,,PENDING,Export License Application
Z1864990,,[],,,[],04/10/2025,GUN AND AMMUNITION,OFFICE OF NONPROLIFERATION AND TREATY COMPLIANCE,,PENDING,Export License Application
Z1864989,,[],,,[],04/10/2025,OFFICE OF EXPORTER SERVICES,OFFICE OF EXPORTER SERVICES,,PENDING,Export License Application
Z1864988,,[],,,[],04/10/2025,INFORMATION TECHNOLOGY DIVISION,OFFICE OF NATIONAL SECURITY AND TECHNOLOGY TRANSFER CONTROLS,,PENDING,Export License Application
Z1864987,,[],,,[],04/10/2025,CHEMICAL AND BIOLOGICAL CONTROLS DIVISION,OFFICE OF NONPROLIFERATION AND TREATY COMPLIANCE,,PENDING,Export License Application
Z1864986,,"[{'agency': 'Department of State', 'referralDate': '04/14/2025', 'closedDate': '04/15/2025'}]",,,"[{'agency': 'Department of Defense', 'referralDate': '04/14/2025', 'closedDate': ''}]",04/10/2025,OFFICE OF MUNITIONS CONTROL DIVISION,Office of Strategic Industries and Economic Security,,PENDING,Export License Application
Z1864985,D1400407,[],04/14/2025,Approved w/Conditions,[],04/10/2025,OFFICE OF MUNITIONS CONTROL DIVISION,Office of Strategic Industries and Economic Security,,COMPLETED,Export License Application
Z1864984,,"[{'agency': 'Department of Defense', 'referralDate': '04/14/2025', 'closedDate': '04/16/2025'}]",,,[],04/10/2025,CHEMICAL AND BIOLOGICAL CONTROLS DIVISION,OFFICE OF NONPROLIFERATION AND TREATY COMPLIANCE,,PENDING,Commodity Classification Request
Z1864983,,[],,,[],04/10/2025,NUCLEAR AND MISSILE TECHNOLOGY CONTROLS DIVISION,OFFICE OF NONPROLIFERATION AND TREATY COMPLIANCE,,PENDING,Export License Application
Z1864982,,[],,,[],04/10/2025,SENSORS AND AVIATION DIVISION,OFFICE OF NATIONAL SECURITY AND TECHNOLOGY TRANSFER CONTROLS,,PENDING,Export License Application
Z1864981,,[],,,[],04/10/2025,GUN AND AMMUNITION,OFFICE OF NONPROLIFERATION AND TREATY COMPLIANCE,,PENDING,Export License Application
Z1864980,,[],,,[],04/10/2025,NUCLEAR AND MISSILE TECHNOLOGY CONTROLS DIVISION,OFFICE OF NONPROLIFERATION AND TREATY COMPLIANCE,,PENDING,Export License Application
Z1864979,,[],,,[],04/10/2025,NUCLEAR AND MISSILE TECHNOLOGY CONTROLS DIVISION,OFFICE OF NONPROLIFERATION AND TREATY COMPLIANCE,,PENDING,Export License Application
Z1864978,,[],,,[],04/10/2025,INFORMATION TECHNOLOGY DIVISION,OFFICE OF NATIONAL SECURITY AND TECHNOLOGY TRANSFER CONTROLS,,PENDING,Export License Application
Z1864977,,[],,,[],04/10/2025,SENSORS AND AVIATION DIVISION,OFFICE OF NATIONAL SECURITY AND TECHNOLOGY TRANSFER CONTROLS,,PENDING,Export License Application
Z1864976,,[],,,[],04/10/2025,DEEMED EXPORTS AND ELECTRONICS DIVISION,OFFICE OF NATIONAL SECURITY AND TECHNOLOGY TRANSFER CONTROLS,,PENDING,Re-Export License Application
Z1864975,,[],,,[],04/10/2025,INFORMATION TECHNOLOGY DIVISION,OFFICE OF NATIONAL SECURITY AND TECHNOLOGY TRANSFER CONTROLS,,PENDING,Commodity Classification Request
Z1864974,,[],,,[],04/10/2025,NUCLEAR AND MISSILE TECHNOLOGY CONTROLS DIVISION,OFFICE OF NONPROLIFERATION AND TREATY COMPLIANCE,,PENDING,Export License Application
Z1864973,,[],,,"[{'agency': 'Department of Defense', 'referralDate': '04/17/2025', 'closedDate': ''}]",04/10/2025,OFFICE OF MUNITIONS CONTROL DIVISION,Office of Strategic Industries and Economic Security,,PENDING,Export License Application
Z1864972,,[],,,[],04/10/2025,INFORMATION TECHNOLOGY DIVISION,OFFICE OF NATIONAL SECURITY AND TECHNOLOGY TRANSFER CONTROLS,,PENDING,Export License Application
Z1864971,,[],,,[],04/10/2025,NUCLEAR AND MISSILE TECHNOLOGY CONTROLS DIVISION,OFFICE OF NONPROLIFERATION AND TREATY COMPLIANCE,,PENDING,Export License Application
Z1864970,,[],,,[],04/10/2025,NUCLEAR AND MISSILE TECHNOLOGY CONTROLS DIVISION,OFFICE OF NONPROLIFERATION AND TREATY COMPLIANCE,,PENDING,Export License Application
Z1864969,,[],,,[],04/10/2025,CHEMICAL AND BIOLOGICAL CONTROLS DIVISION,OFFICE OF NONPROLIFERATION AND TREATY COMPLIANCE,,PENDING,Export License Application
Z1864968,,[],,,"[{'agency': 'Department of Defense', 'referralDate': '04/14/2025', 'closedDate': ''}]",04/10/2025,OFFICE OF MUNITIONS CONTROL DIVISION,Office of Strategic Industries and Economic Security,,PENDING,Export License Application
Z1864967,,[],,,[],04/10/2025,NUCLEAR AND MISSILE TECHNOLOGY CONTROLS DIVISION,OFFICE OF NONPROLIFERATION AND TREATY COMPLIANCE,,PENDING,Export License Application
Z1864966,,[],,,[],04/10/2025,NUCLEAR AND MISSILE TECHNOLOGY CONTROLS DIVISION,OFFICE OF NONPROLIFERATION AND TREATY COMPLIANCE,,PENDING,Export License Application
Z1864965,,[],,,[],04/10/2025,CHEMICAL AND BIOLOGICAL CONTROLS DIVISION,OFFICE OF NONPROLIFERATION AND TREATY COMPLIANCE,,PENDING,Export License Application
Z1864964,,[],,,[],04/10/2025,OFFICE OF EXPORTER SERVICES,OFFICE OF EXPORTER SERVICES,,PENDING,Export License Application
Z1864963,,[],,,[],04/10/2025,NUCLEAR AND MISSILE TECHNOLOGY CONTROLS DIVISION,OFFICE OF NONPROLIFERATION AND TREATY COMPLIANCE,,PENDING,Export License Application
