acn,caseNumber,completedReferrals,completionDate,finalDecision,pendingReferrals,registrationDate,renewingDivision,renewingOffice,reopenDate,reviewStatus,type
Z1858167,,[],02/18/2025,Returned Without Action,[],02/11/2025,OFFICE OF MUNITIONS CONTROL DIVISION,Office of Strategic Industries and Economic Security,,COMPLETED,Re-Export License Application
Z1858166,D1394061,"[{'agency': 'Department of Defense', 'referralDate': '02/17/2025', 'closedDate': '02/20/2025'}]",02/26/2025,Approved w/Conditions,[],02/11/2025,CHEMICAL AND BIOLOGICAL CONTROLS DIVISION,OFFICE OF NONPROLIFERATION AND TREATY COMPLIANCE,,COMPLETED,Export License Application
Z1858165,,"[{'agency': 'Department of Defense', 'referralDate': '03/14/2025', 'closedDate': '04/11/2025'}, {'agency': 'Department of State', 'referralDate': '03/14/2025', 'closedDate': '04/01/2025'}]",,,[],02/11/2025,DEEMED EXPORTS AND ELECTRONICS DIVISION,OFFICE OF NATIONAL SECURITY AND TECHNOLOGY TRANSFER CONTROLS,,PENDING,Export License Application
Z1858164,D1394059,"[{'agency': 'Department of Defense', 'referralDate': '03/06/2025', 'closedDate': '03/07/2025'}]",03/31/2025,Approved w/Conditions,[],02/11/2025,GUN AND AMMUNITION,OFFICE OF NONPROLIFERATION AND TREATY COMPLIANCE,,COMPLETED,Export License Application
Z1858163,D1394058,"[{'agency': 'Department of Defense', 'referralDate': '03/18/2025', 'closedDate': '03/20/2025'}, {'agency': 'Department of State', 'referralDate': '03/18/2025', 'closedDate': '03/20/2025'}]",03/20/2025,Approved w/Conditions,[],02/11/2025,CHEMICAL AND BIOLOGICAL CONTROLS DIVISION,OFFICE OF NONPROLIFERATION AND TREATY COMPLIANCE,,COMPLETED,Export License Application
Z1858162,D1394057,"[{'agency': 'Department of Defense', 'referralDate': '02/19/2025', 'closedDate': '02/20/2025'}]",02/25/2025,Approved w/Conditions,[],02/11/2025,GUN AND AMMUNITION,OFFICE OF NONPROLIFERATION AND TREATY COMPLIANCE,,COMPLETED,Export License Application
Z1858161,D1394056,"[{'agency': 'Department of Defense', 'referralDate': '02/18/2025', 'closedDate': '02/20/2025'}]",02/20/2025,Approved w/Conditions,[],02/11/2025,OFFICE OF MUNITIONS CONTROL DIVISION,Office of Strategic Industries and Economic Security,,COMPLETED,Export License Application
Z1858160,D1394055,"[{'agency': 'Department of Defense', 'referralDate': '02/14/2025', 'closedDate': '02/18/2025'}]",03/31/2025,Approved w/Conditions,[],02/11/2025,GUN AND AMMUNITION,OFFICE OF NONPROLIFERATION AND TREATY COMPLIANCE,,COMPLETED,Export License Application
Z1858159,,"[{'agency': 'Department of Defense', 'referralDate': '03/18/2025', 'closedDate': '03/19/2025'}, {'agency': 'Department of State', 'referralDate': '03/18/2025', 'closedDate': '04/17/2025'}]",,,[],02/11/2025,FOREIGN POLICY DIVISION,OFFICE OF NONPROLIFERATION AND TREATY COMPLIANCE,,PENDING,Export License Application
Z1858158,,"[{'agency': 'Department of Defense', 'referralDate': '02/12/2025', 'closedDate': '02/14/2025'}, {'agency': 'Department of State', 'referralDate': '02/12/2025', 'closedDate': '02/20/2025'}]",03/31/2025,Returned Without Action,[],02/11/2025,GUN AND AMMUNITION,OFFICE OF NONPROLIFERATION AND TREATY COMPLIANCE,,COMPLETED,Export License Application
Z1858157,,"[{'agency': 'Department of Defense', 'referralDate': '03/12/2025', 'closedDate': '03/18/2025'}, {'agency': 'Department of State', 'referralDate': '03/12/2025', 'closedDate': '03/18/2025'}]",,,[],02/11/2025,SENSORS AND AVIATION DIVISION,OFFICE OF NATIONAL SECURITY AND TECHNOLOGY TRANSFER CONTROLS,,HOLD WITHOUT ACTION (03/18/2025),Export License Application
Z1858156,D1394051,"[{'agency': 'Department of Defense', 'referralDate': '02/14/2025', 'closedDate': '02/18/2025'}]",03/31/2025,Approved w/Conditions,[],02/11/2025,GUN AND AMMUNITION,OFFICE OF NONPROLIFERATION AND TREATY COMPLIANCE,,COMPLETED,Export License Application
Z1858155,D1394050,"[{'agency': 'Department of Defense', 'referralDate': '03/12/2025', 'closedDate': '03/14/2025'}, {'agency': 'Department of State', 'referralDate': '03/12/2025', 'closedDate': '03/18/2025'}]",03/18/2025,Approved w/Conditions,[],02/11/2025,OFFICE OF MUNITIONS CONTROL DIVISION,Office of Strategic Industries and Economic Security,,COMPLETED,Export License Application
Z1858154,,"[{'agency': 'Department of Defense', 'referralDate': '03/14/2025', 'closedDate': '03/18/2025'}, {'agency': 'Department of State', 'referralDate': '03/14/2025', 'closedDate': '04/01/2025'}]",,,[],02/11/2025,DEEMED EXPORTS AND ELECTRONICS DIVISION,OFFICE OF NATIONAL SECURITY AND TECHNOLOGY TRANSFER CONTROLS,,PENDING,Export License Application
Z1858153,G198659,"[{'agency': 'Department of Defense', 'referralDate': '02/12/2025', 'closedDate': '02/18/2025'}]",03/07/2025,Returned Without Action,[],02/11/2025,OFFICE OF MUNITIONS CONTROL DIVISION,Office of Strategic Industries and Economic Security,,COMPLETED,Commodity Classification Request
Z1858152,,[],,,[],02/11/2025,INFORMATION TECHNOLOGY DIVISION,OFFICE OF NATIONAL SECURITY AND TECHNOLOGY TRANSFER CONTROLS,,PENDING,Commodity Classification Request
Z1858151,G198657,"[{'agency': 'Department of Defense', 'referralDate': '02/19/2025', 'closedDate': '02/21/2025'}]",02/26/2025,Completed,[],02/11/2025,NUCLEAR AND MISSILE TECHNOLOGY CONTROLS DIVISION,OFFICE OF NONPROLIFERATION AND TREATY COMPLIANCE,,COMPLETED,Commodity Classification Request
Z1858150,D1394048,"[{'agency': 'Department of Defense', 'referralDate': '03/12/2025', 'closedDate': '03/14/2025'}, {'agency': 'Department of State', 'referralDate': '03/12/2025', 'closedDate': '03/14/2025'}]",03/17/2025,Approved w/Conditions,[],02/11/2025,CHEMICAL AND BIOLOGICAL CONTROLS DIVISION,OFFICE OF NONPROLIFERATION AND TREATY COMPLIANCE,,COMPLETED,Export License Application
Z1858149,D1394047,"[{'agency': 'Department of Defense', 'referralDate': '03/13/2025', 'closedDate': '03/19/2025'}, {'agency': 'Department of State', 'referralDate': '03/13/2025', 'closedDate': '03/14/2025'}]",03/20/2025,Approved w/Conditions,[],02/11/2025,OFFICE OF MUNITIONS CONTROL DIVISION,Office of Strategic Industries and Economic Security,,COMPLETED,Export License Application
Z1858148,,[],,,[],02/11/2025,INFORMATION TECHNOLOGY DIVISION,OFFICE OF NATIONAL SECURITY AND TECHNOLOGY TRANSFER CONTROLS,,PENDING,Export License Application
Z1858147,,[],03/06/2025,Returned Without Action,[],02/11/2025,CHEMICAL AND BIOLOGICAL CONTROLS DIVISION,OFFICE OF NONPROLIFERATION AND TREATY COMPLIANCE,,COMPLETED,Re-Export License Application
Z1858146,D1394044,"[{'agency': 'Department of Defense', 'referralDate': '02/18/2025', 'closedDate': '02/21/2025'}, {'agency': 'Department of Energy', 'referralDate': '02/18/2025', 'closedDate': '02/28/2025'}, {'agency': 'Department of State', 'referralDate': '02/18/2025', 'closedDate': '02/28/2025'}]",03/03/2025,Approved w/Conditions,[],02/11/2025,OFFICE OF MUNITIONS CONTROL DIVISION,Office of Strategic Industries and Economic Security,,COMPLETED,Export License Application
Z1858145,D1394043,"[{'agency': 'Department of Defense', 'referralDate': '02/18/2025', 'closedDate': '02/19/2025'}, {'agency': 'Department of Energy', 'referralDate': '02/18/2025', 'closedDate': '02/28/2025'}, {'agency': 'Department of State', 'referralDate': '02/18/2025', 'closedDate': '03/17/2025'}]",03/19/2025,Approved w/Conditions,[],02/11/2025,OFFICE OF MUNITIONS CONTROL DIVISION,Office of Strategic Industries and Economic Security,,COMPLETED,Export License Application
Z1858144,D1394042,"[{'agency': 'Department of Defense', 'referralDate': '02/14/2025', 'closedDate': '02/19/2025'}, {'agency': 'Department of Energy', 'referralDate': '02/14/2025', 'closedDate': '02/28/2025'}, {'agency': 'Department of State', 'referralDate': '02/14/2025', 'closedDate': '02/18/2025'}]",03/03/2025,Approved w/Conditions,[],02/11/2025,OFFICE OF MUNITIONS CONTROL DIVISION,Office of Strategic Industries and Economic Security,,COMPLETED,Export License Application
Z1858143,D1394041,"[{'agency': 'Department of Defense', 'referralDate': '02/18/2025', 'closedDate': '02/21/2025'}, {'agency': 'Department of Energy', 'referralDate': '02/18/2025', 'closedDate': '02/28/2025'}, {'agency': 'Department of State', 'referralDate': '02/18/2025', 'closedDate': '02/28/2025'}]",03/03/2025,Approved w/Conditions,[],02/11/2025,OFFICE OF MUNITIONS CONTROL DIVISION,Office of Strategic Industries and Economic Security,,COMPLETED,Export License Application
Z1858142,D1394040,"[{'agency': 'Department of Defense', 'referralDate': '03/12/2025', 'closedDate': '03/14/2025'}, {'agency': 'Department of State', 'referralDate': '03/12/2025', 'closedDate': '03/14/2025'}]",03/17/2025,Approved w/Conditions,[],02/11/2025,CHEMICAL AND BIOLOGICAL CONTROLS DIVISION,OFFICE OF NONPROLIFERATION AND TREATY COMPLIANCE,,COMPLETED,Export License Application
Z1858141,D1394039,"[{'agency': 'Department of Defense', 'referralDate': '02/20/2025', 'closedDate': '02/25/2025'}]",02/27/2025,Approved w/Conditions,[],02/11/2025,DEEMED EXPORTS AND ELECTRONICS DIVISION,OFFICE OF NATIONAL SECURITY AND TECHNOLOGY TRANSFER CONTROLS,,COMPLETED,Export License Application
Z1858140,D1394038,"[{'agency': 'Department of Defense', 'referralDate': '03/18/2025', 'closedDate': '03/20/2025'}, {'agency': 'Department of State', 'referralDate': '03/18/2025', 'closedDate': '03/20/2025'}]",03/20/2025,Approved w/Conditions,[],02/11/2025,CHEMICAL AND BIOLOGICAL CONTROLS DIVISION,OFFICE OF NONPROLIFERATION AND TREATY COMPLIANCE,,COMPLETED,Export License Application
Z1858139,D1394037,"[{'agency': 'Department of Defense', 'referralDate': '03/12/2025', 'closedDate': '03/18/2025'}, {'agency': 'Department of State', 'referralDate': '03/12/2025', 'closedDate': '03/17/2025'}]",03/18/2025,Approved w/Conditions,[],02/11/2025,OFFICE OF MUNITIONS CONTROL DIVISION,Office of Strategic Industries and Economic Security,,COMPLETED,Export License Application
Z1858138,D1394036,"[{'agency': 'Department of Defense', 'referralDate': '03/12/2025', 'closedDate': '03/14/2025'}]",03/17/2025,Approved w/Conditions,[],02/11/2025,OFFICE OF MUNITIONS CONTROL DIVISION,Office of Strategic Industries and Economic Security,,COMPLETED,Export License Application
Z1858137,,"[{'agency': 'Department of Defense', 'referralDate': '03/17/2025', 'closedDate': '03/19/2025'}, {'agency': 'Department of Energy', 'referralDate': '03/17/2025', 'closedDate': '03/24/2025'}, {'agency': 'Department of State', 'referralDate': '03/17/2025', 'closedDate': '03/26/2025'}]",,,[],02/11/2025,NUCLEAR AND MISSILE TECHNOLOGY CONTROLS DIVISION,OFFICE OF NONPROLIFERATION AND TREATY COMPLIANCE,,PENDING,Export License Application
Z1858136,D1394034,"[{'agency': 'Department of Defense', 'referralDate': '02/18/2025', 'closedDate': '02/19/2025'}, {'agency': 'Department of State', 'referralDate': '02/18/2025', 'closedDate': '03/12/2025'}]",03/13/2025,Approved w/Conditions,[],02/11/2025,CRIME CONTROL DIVISION,OFFICE OF NONPROLIFERATION AND TREATY COMPLIANCE,,COMPLETED,Export License Application
Z1858135,D1394033,"[{'agency': 'Department of Defense', 'referralDate': '03/14/2025', 'closedDate': '03/20/2025'}, {'agency': 'Department of State', 'referralDate': '03/14/2025', 'closedDate': '04/01/2025'}]",04/07/2025,Approved w/Conditions,[],02/11/2025,OFFICE OF MUNITIONS CONTROL DIVISION,Office of Strategic Industries and Economic Security,,COMPLETED,Export License Application
Z1858134,G198656,"[{'agency': 'Department of Defense', 'referralDate': '02/13/2025', 'closedDate': '02/19/2025'}]",02/21/2025,Completed,[],02/11/2025,SENSORS AND AVIATION DIVISION,OFFICE OF NATIONAL SECURITY AND TECHNOLOGY TRANSFER CONTROLS,,COMPLETED,Commodity Classification Request
Z1858133,G198655,"[{'agency': 'Department of Defense', 'referralDate': '02/11/2025', 'closedDate': '02/14/2025'}]",02/27/2025,Completed,[],02/11/2025,GUN AND AMMUNITION,OFFICE OF NONPROLIFERATION AND TREATY COMPLIANCE,,COMPLETED,Commodity Classification Request
Z1858132,D1394032,"[{'agency': 'Department of Defense', 'referralDate': '02/14/2025', 'closedDate': '02/19/2025'}]",02/19/2025,Approved w/Conditions,[],02/11/2025,OFFICE OF MUNITIONS CONTROL DIVISION,Office of Strategic Industries and Economic Security,,COMPLETED,Export License Application
Z1858131,D1394031,"[{'agency': 'Department of Defense', 'referralDate': '03/13/2025', 'closedDate': '03/19/2025'}, {'agency': 'Department of State', 'referralDate': '03/13/2025', 'closedDate': '03/17/2025'}]",03/20/2025,Approved w/Conditions,[],02/11/2025,SENSORS AND AVIATION DIVISION,OFFICE OF NATIONAL SECURITY AND TECHNOLOGY TRANSFER CONTROLS,,COMPLETED,Export License Application
Z1858130,D1394030,"[{'agency': 'Department of Defense', 'referralDate': '03/13/2025', 'closedDate': '03/13/2025'}, {'agency': 'Department of State', 'referralDate': '03/13/2025', 'closedDate': '03/17/2025'}]",03/31/2025,Approved w/Conditions,[],02/11/2025,FOREIGN POLICY DIVISION,OFFICE OF NONPROLIFERATION AND TREATY COMPLIANCE,,COMPLETED,Export License Application
Z1858129,D1394029,"[{'agency': 'Department of Defense', 'referralDate': '02/18/2025', 'closedDate': '02/19/2025'}]",02/21/2025,Approved w/Conditions,[],02/11/2025,OFFICE OF MUNITIONS CONTROL DIVISION,Office of Strategic Industries and Economic Security,,COMPLETED,Export License Application
Z1858128,D1394028,"[{'agency': 'Department of Defense', 'referralDate': '02/18/2025', 'closedDate': '02/19/2025'}]",02/21/2025,Approved w/Conditions,[],02/11/2025,OFFICE OF MUNITIONS CONTROL DIVISION,Office of Strategic Industries and Economic Security,,COMPLETED,Export License Application
Z1858127,D1394027,"[{'agency': 'Department of Defense', 'referralDate': '02/12/2025', 'closedDate': '02/14/2025'}, {'agency': 'Department of State', 'referralDate': '02/12/2025', 'closedDate': '03/13/2025'}]",03/17/2025,Approved w/Conditions,[],02/11/2025,GUN AND AMMUNITION,OFFICE OF NONPROLIFERATION AND TREATY COMPLIANCE,,COMPLETED,Export License Application
Z1858126,D1394026,"[{'agency': 'Department of Defense', 'referralDate': '03/14/2025', 'closedDate': '03/20/2025'}, {'agency': 'Department of State', 'referralDate': '03/14/2025', 'closedDate': '03/27/2025'}]",04/03/2025,Approved w/Conditions,[],02/11/2025,OFFICE OF MUNITIONS CONTROL DIVISION,Office of Strategic Industries and Economic Security,,COMPLETED,Export License Application
Z1858125,D1394025,"[{'agency': 'Department of Defense', 'referralDate': '02/14/2025', 'closedDate': '02/18/2025'}, {'agency': 'Department of State', 'referralDate': '02/14/2025', 'closedDate': '02/18/2025'}]",02/18/2025,Approved w/Conditions,[],02/11/2025,OFFICE OF MUNITIONS CONTROL DIVISION,Office of Strategic Industries and Economic Security,,COMPLETED,Export License Application
Z1858124,D1394024,"[{'agency': 'Department of Defense', 'referralDate': '02/14/2025', 'closedDate': '02/20/2025'}, {'agency': 'Department of State', 'referralDate': '02/14/2025', 'closedDate': '02/20/2025'}]",02/21/2025,Approved w/Conditions,[],02/11/2025,OFFICE OF MUNITIONS CONTROL DIVISION,Office of Strategic Industries and Economic Security,,COMPLETED,Export License Application
Z1858123,D1394023,"[{'agency': 'Department of Defense', 'referralDate': '02/18/2025', 'closedDate': '02/20/2025'}, {'agency': 'Department of Energy', 'referralDate': '02/18/2025', 'closedDate': '02/28/2025'}, {'agency': 'Department of State', 'referralDate': '02/18/2025', 'closedDate': '02/21/2025'}]",03/03/2025,Approved w/Conditions,[],02/11/2025,NUCLEAR AND MISSILE TECHNOLOGY CONTROLS DIVISION,OFFICE OF NONPROLIFERATION AND TREATY COMPLIANCE,,COMPLETED,Export License Application
Z1858122,D1394022,"[{'agency': 'Department of Defense', 'referralDate': '02/18/2025', 'closedDate': '02/24/2025'}]",02/24/2025,Approved w/Conditions,[],02/11/2025,OFFICE OF MUNITIONS CONTROL DIVISION,Office of Strategic Industries and Economic Security,,COMPLETED,Export License Application
Z1858121,D1394021,"[{'agency': 'Department of State', 'referralDate': '03/10/2025', 'closedDate': '03/11/2025'}]",03/13/2025,Approved w/Conditions,[],02/11/2025,CRIME CONTROL DIVISION,OFFICE OF NONPROLIFERATION AND TREATY COMPLIANCE,,COMPLETED,Export License Application
Z1858120,D1394020,"[{'agency': 'Department of Defense', 'referralDate': '03/12/2025', 'closedDate': '03/18/2025'}, {'agency': 'Department of State', 'referralDate': '03/12/2025', 'closedDate': '03/13/2025'}]",03/18/2025,Approved w/Conditions,[],02/11/2025,SENSORS AND AVIATION DIVISION,OFFICE OF NATIONAL SECURITY AND TECHNOLOGY TRANSFER CONTROLS,,COMPLETED,Export License Application
Z1858119,,[],02/19/2025,Returned Without Action,[],02/11/2025,NUCLEAR AND MISSILE TECHNOLOGY CONTROLS DIVISION,OFFICE OF NONPROLIFERATION AND TREATY COMPLIANCE,,COMPLETED,Export License Application
Z1858118,,"[{'agency': 'Department of Defense', 'referralDate': '03/17/2025', 'closedDate': '03/19/2025'}, {'agency': 'Department of Energy', 'referralDate': '03/17/2025', 'closedDate': '03/19/2025'}, {'agency': 'Department of State', 'referralDate': '03/17/2025', 'closedDate': '03/26/2025'}]",,,[],02/11/2025,NUCLEAR AND MISSILE TECHNOLOGY CONTROLS DIVISION,OFFICE OF NONPROLIFERATION AND TREATY COMPLIANCE,,PENDING,Export License Application
Z1858117,D1394017,"[{'agency': 'Department of Defense', 'referralDate': '03/12/2025', 'closedDate': '03/14/2025'}, {'agency': 'Department of State', 'referralDate': '03/12/2025', 'closedDate': '03/14/2025'}]",03/17/2025,Approved w/Conditions,[],02/11/2025,OFFICE OF MUNITIONS CONTROL DIVISION,Office of Strategic Industries and Economic Security,,COMPLETED,Export License Application
Z1858116,D1394016,"[{'agency': 'Department of Defense', 'referralDate': '02/18/2025', 'closedDate': '02/20/2025'}, {'agency': 'Department of Energy', 'referralDate': '02/18/2025', 'closedDate': '03/03/2025'}, {'agency': 'Department of State', 'referralDate': '03/17/2025', 'closedDate': '03/26/2025'}]",04/03/2025,Approved w/Conditions,[],02/11/2025,OFFICE OF MUNITIONS CONTROL DIVISION,Office of Strategic Industries and Economic Security,,COMPLETED,Export License Application
Z1858115,D1394015,"[{'agency': 'Department of Defense', 'referralDate': '02/20/2025', 'closedDate': '02/20/2025'}]",02/25/2025,Approved w/Conditions,[],02/11/2025,GUN AND AMMUNITION,OFFICE OF NONPROLIFERATION AND TREATY COMPLIANCE,,COMPLETED,Export License Application
Z1858114,D1394014,"[{'agency': 'Department of Defense', 'referralDate': '02/12/2025', 'closedDate': '02/14/2025'}, {'agency': 'Department of State', 'referralDate': '02/12/2025', 'closedDate': '02/24/2025'}]",02/25/2025,Approved w/Conditions,[],02/11/2025,GUN AND AMMUNITION,OFFICE OF NONPROLIFERATION AND TREATY COMPLIANCE,,COMPLETED,Export License Application
Z1858113,D1394013,"[{'agency': 'Department of Defense', 'referralDate': '02/24/2025', 'closedDate': '02/25/2025'}, {'agency': 'Department of State', 'referralDate': '02/24/2025', 'closedDate': '02/26/2025'}]",02/26/2025,Approved w/Conditions,[],02/11/2025,OFFICE OF MUNITIONS CONTROL DIVISION,Office of Strategic Industries and Economic Security,,COMPLETED,Export License Application
Z1858112,D1394012,"[{'agency': 'Department of Defense', 'referralDate': '02/14/2025', 'closedDate': '02/19/2025'}, {'agency': 'Department of State', 'referralDate': '02/14/2025', 'closedDate': '03/07/2025'}]",03/10/2025,Approved w/Conditions,[],02/11/2025,OFFICE OF MUNITIONS CONTROL DIVISION,Office of Strategic Industries and Economic Security,,COMPLETED,Re-Export License Application
Z1858111,D1394011,"[{'agency': 'Department of Defense', 'referralDate': '02/19/2025', 'closedDate': '02/20/2025'}]",02/25/2025,Approved w/Conditions,[],02/11/2025,GUN AND AMMUNITION,OFFICE OF NONPROLIFERATION AND TREATY COMPLIANCE,,COMPLETED,Export License Application
Z1858110,D1394010,"[{'agency': 'Department of Defense', 'referralDate': '03/19/2025', 'closedDate': '03/20/2025'}, {'agency': 'Department of State', 'referralDate': '03/18/2025', 'closedDate': '03/19/2025'}]",03/20/2025,Approved w/Conditions,[],02/11/2025,OFFICE OF MUNITIONS CONTROL DIVISION,Office of Strategic Industries and Economic Security,,COMPLETED,Export License Application
Z1858109,,"[{'agency': 'Department of Defense', 'referralDate': '03/12/2025', 'closedDate': '04/09/2025'}, {'agency': 'Department of Energy', 'referralDate': '03/12/2025', 'closedDate': '03/26/2025'}, {'agency': 'Department of State', 'referralDate': '03/12/2025', 'closedDate': '03/20/2025'}]",,,[],02/11/2025,SENSORS AND AVIATION DIVISION,OFFICE OF NATIONAL SECURITY AND TECHNOLOGY TRANSFER CONTROLS,,PENDING,Re-Export License Application
Z1858108,,"[{'agency': 'Department of Defense', 'referralDate': '03/12/2025', 'closedDate': '04/11/2025'}, {'agency': 'Department of Energy', 'referralDate': '03/12/2025', 'closedDate': '03/13/2025'}, {'agency': 'Department of State', 'referralDate': '03/12/2025', 'closedDate': '03/18/2025'}]",,,[],02/11/2025,SENSORS AND AVIATION DIVISION,OFFICE OF NATIONAL SECURITY AND TECHNOLOGY TRANSFER CONTROLS,,PENDING,Re-Export License Application
Z1858107,G198654,[],03/12/2025,Returned Without Action,[],02/11/2025,SENSORS AND AVIATION DIVISION,OFFICE OF NATIONAL SECURITY AND TECHNOLOGY TRANSFER CONTROLS,,COMPLETED,Commodity Classification Request
Z1858106,G198653,[],02/20/2025,Returned Without Action,[],02/10/2025,DEEMED EXPORTS AND ELECTRONICS DIVISION,OFFICE OF NATIONAL SECURITY AND TECHNOLOGY TRANSFER CONTROLS,,COMPLETED,Commodity Classification Request
Z1858105,D1394007,"[{'agency': 'Department of Defense', 'referralDate': '02/27/2025', 'closedDate': '02/28/2025'}, {'agency': 'Department of State', 'referralDate': '02/27/2025', 'closedDate': '03/06/2025'}]",03/27/2025,Approved w/Conditions,[],02/10/2025,GUN AND AMMUNITION,OFFICE OF NONPROLIFERATION AND TREATY COMPLIANCE,,COMPLETED,Export License Application
Z1858104,,"[{'agency': 'Department of Defense', 'referralDate': '03/12/2025', 'closedDate': '03/19/2025'}, {'agency': 'Department of Energy', 'referralDate': '03/12/2025', 'closedDate': '03/17/2025'}, {'agency': 'Department of State', 'referralDate': '03/12/2025', 'closedDate': '03/28/2025'}]",,,[],02/10/2025,FOREIGN POLICY DIVISION,OFFICE OF NONPROLIFERATION AND TREATY COMPLIANCE,,PENDING,Export License Application
Z1858103,D1394005,"[{'agency': 'Department of Defense', 'referralDate': '03/12/2025', 'closedDate': '03/14/2025'}, {'agency': 'Department of State', 'referralDate': '03/12/2025', 'closedDate': '03/14/2025'}]",03/17/2025,Approved w/Conditions,[],02/10/2025,OFFICE OF MUNITIONS CONTROL DIVISION,Office of Strategic Industries and Economic Security,,COMPLETED,Export License Application
Z1858102,D1394004,"[{'agency': 'Department of Defense', 'referralDate': '02/14/2025', 'closedDate': '02/19/2025'}]",02/20/2025,Approved w/Conditions,[],02/10/2025,OFFICE OF MUNITIONS CONTROL DIVISION,Office of Strategic Industries and Economic Security,,COMPLETED,Export License Application
Z1858101,D1394003,"[{'agency': 'Department of Defense', 'referralDate': '02/26/2025', 'closedDate': '02/28/2025'}, {'agency': 'Department of State', 'referralDate': '02/14/2025', 'closedDate': '02/18/2025'}]",03/04/2025,Approved w/Conditions,[],02/10/2025,OFFICE OF MUNITIONS CONTROL DIVISION,Office of Strategic Industries and Economic Security,,COMPLETED,Export License Application
Z1858100,D1394002,"[{'agency': 'Department of Defense', 'referralDate': '03/14/2025', 'closedDate': '03/19/2025'}, {'agency': 'Department of Energy', 'referralDate': '03/14/2025', 'closedDate': '03/20/2025'}, {'agency': 'Department of State', 'referralDate': '03/14/2025', 'closedDate': '03/19/2025'}]",03/21/2025,Approved w/Conditions,[],02/10/2025,DEEMED EXPORTS AND ELECTRONICS DIVISION,OFFICE OF NATIONAL SECURITY AND TECHNOLOGY TRANSFER CONTROLS,,COMPLETED,Export License Application
Z1858099,D1394001,"[{'agency': 'Department of Defense', 'referralDate': '02/20/2025', 'closedDate': '02/20/2025'}]",02/26/2025,Approved w/Conditions,[],02/10/2025,GUN AND AMMUNITION,OFFICE OF NONPROLIFERATION AND TREATY COMPLIANCE,,COMPLETED,Export License Application
Z1858098,,"[{'agency': 'Department of Defense', 'referralDate': '03/18/2025', 'closedDate': '04/04/2025'}, {'agency': 'Department of State', 'referralDate': '03/18/2025', 'closedDate': '04/07/2025'}]",,,[],02/10/2025,DEEMED EXPORTS AND ELECTRONICS DIVISION,OFFICE OF NATIONAL SECURITY AND TECHNOLOGY TRANSFER CONTROLS,,PENDING,Export License Application
Z1858097,,"[{'agency': 'Department of Defense', 'referralDate': '03/14/2025', 'closedDate': '04/07/2025'}, {'agency': 'Department of State', 'referralDate': '03/14/2025', 'closedDate': '03/27/2025'}]",,,[],02/10/2025,DEEMED EXPORTS AND ELECTRONICS DIVISION,OFFICE OF NATIONAL SECURITY AND TECHNOLOGY TRANSFER CONTROLS,,HOLD WITHOUT ACTION (04/07/2025),Export License Application
Z1858096,D1393998,"[{'agency': 'Department of Defense', 'referralDate': '03/12/2025', 'closedDate': '03/14/2025'}]",03/17/2025,Approved w/Conditions,[],02/10/2025,OFFICE OF MUNITIONS CONTROL DIVISION,Office of Strategic Industries and Economic Security,,COMPLETED,Export License Application
Z1858095,D1393997,"[{'agency': 'Department of Defense', 'referralDate': '02/14/2025', 'closedDate': '02/24/2025'}, {'agency': 'Department of Energy', 'referralDate': '02/14/2025', 'closedDate': '02/28/2025'}, {'agency': 'Department of State', 'referralDate': '02/21/2025', 'closedDate': '02/24/2025'}]",03/03/2025,Approved w/Conditions,[],02/10/2025,OFFICE OF MUNITIONS CONTROL DIVISION,Office of Strategic Industries and Economic Security,,COMPLETED,Export License Application
Z1858094,D1393996,"[{'agency': 'Department of Defense', 'referralDate': '02/18/2025', 'closedDate': '02/19/2025'}]",02/26/2025,Approved w/Conditions,[],02/10/2025,CRIME CONTROL DIVISION,OFFICE OF NONPROLIFERATION AND TREATY COMPLIANCE,,COMPLETED,Re-Export License Application
Z1858093,,"[{'agency': 'Department of Defense', 'referralDate': '03/18/2025', 'closedDate': '03/20/2025'}, {'agency': 'Department of State', 'referralDate': '03/18/2025', 'closedDate': '04/08/2025'}]",,,[],02/10/2025,CHEMICAL AND BIOLOGICAL CONTROLS DIVISION,OFFICE OF NONPROLIFERATION AND TREATY COMPLIANCE,,PENDING,Export License Application
Z1858092,,[],,,[],02/10/2025,DEEMED EXPORTS AND ELECTRONICS DIVISION,OFFICE OF NATIONAL SECURITY AND TECHNOLOGY TRANSFER CONTROLS,,PENDING,Export License Application
Z1858091,,[],,,[],02/10/2025,INFORMATION TECHNOLOGY DIVISION,OFFICE OF NATIONAL SECURITY AND TECHNOLOGY TRANSFER CONTROLS,,PENDING,Commodity Classification Request
Z1858090,,"[{'agency': 'Department of Defense', 'referralDate': '03/17/2025', 'closedDate': '03/19/2025'}, {'agency': 'Department of Energy', 'referralDate': '03/17/2025', 'closedDate': '03/24/2025'}, {'agency': 'Department of State', 'referralDate': '03/17/2025', 'closedDate': '03/26/2025'}]",,,[],02/10/2025,NUCLEAR AND MISSILE TECHNOLOGY CONTROLS DIVISION,OFFICE OF NONPROLIFERATION AND TREATY COMPLIANCE,,PENDING,Export License Application
Z1858089,,[],,,[],02/10/2025,DEEMED EXPORTS AND ELECTRONICS DIVISION,OFFICE OF NATIONAL SECURITY AND TECHNOLOGY TRANSFER CONTROLS,,PENDING,Export License Application
